Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-03-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2020-03-08,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-03-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2020-03-11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2020-03-12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
2020-03-13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2020-03-15,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-03-16,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0
2020-03-17,0,0,0,0,5,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0
2020-03-18,0,0,0,0,4,0,1,0,2,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,3,0,25,0,0,0,0,2,1,0,0,0,0,3,0,0,0,12,0,0,0
2020-03-19,0,0,0,0,2,2,2,0,2,7,0,0,3,0,0,0,1,4,0,1,0,0,0,1,0,0,0,0,0,6,0,28,0,0,0,1,0,0,0,0,0,0,1,0,2,0,6,0,4,0
2020-03-20,0,0,0,0,6,0,1,0,2,4,0,0,1,1,0,0,0,4,0,1,1,1,0,0,2,0,0,1,0,3,0,55,0,0,3,0,0,0,0,2,0,1,0,0,0,0,10,0,0,0
2020-03-21,0,0,1,0,1,1,0,0,2,6,0,0,1,1,0,1,1,6,0,0,0,3,1,0,0,0,0,0,0,6,0,52,0,0,0,0,1,1,0,0,0,0,1,0,0,1,11,0,1,0
2020-03-22,0,0,1,0,5,1,4,0,0,5,0,0,3,2,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0,7,0,54,0,0,0,1,1,2,0,0,0,1,2,1,0,3,3,0,0,0
2020-03-23,0,0,0,0,9,0,2,0,5,0,0,0,3,1,0,0,1,15,0,0,4,6,0,0,1,0,0,2,1,11,0,102,0,0,3,0,0,2,0,2,0,0,2,0,3,0,12,0,1,0
2020-03-24,0,0,3,2,11,4,2,0,0,7,1,0,4,5,0,0,0,11,0,1,2,13,0,0,4,0,0,0,0,20,0,124,0,0,2,1,3,2,0,0,0,0,5,0,2,3,7,0,0,0
2020-03-25,1,1,1,0,15,9,7,0,5,8,0,0,3,2,1,1,1,19,0,0,4,20,0,2,1,0,0,2,0,21,1,157,2,0,3,2,2,7,0,2,0,1,4,0,1,0,17,0,2,0
2020-03-26,0,0,2,0,16,0,2,1,6,8,0,3,7,3,0,0,0,18,0,0,10,20,1,3,0,0,0,4,0,28,0,235,1,0,4,2,1,3,0,2,0,0,6,0,1,1,17,0,3,0
2020-03-27,3,0,5,1,13,12,6,1,6,16,0,0,8,8,2,1,2,36,1,1,10,36,2,2,0,1,0,0,0,32,0,272,1,1,4,1,1,4,0,4,0,3,9,0,1,0,7,0,4,0
2020-03-28,0,1,2,2,16,13,6,3,19,5,0,1,13,6,0,0,2,18,0,0,9,23,1,5,4,0,2,0,1,51,0,353,1,0,6,7,1,12,2,2,0,1,5,0,2,3,31,0,3,0
2020-03-29,6,0,2,1,14,3,1,1,2,11,0,1,19,1,1,3,0,14,2,5,4,27,4,1,3,0,0,5,0,27,1,382,2,0,4,1,0,7,1,1,0,1,8,1,0,7,10,0,1,0
2020-03-30,0,1,3,1,22,4,2,0,7,7,0,1,7,3,2,1,2,34,0,5,8,56,1,2,0,4,0,0,1,49,0,412,0,1,11,0,3,9,1,2,0,6,10,2,0,0,7,1,2,0
2020-03-31,13,0,5,1,27,18,33,4,22,24,0,2,26,14,1,1,0,54,2,3,33,79,2,4,3,0,1,11,0,98,2,489,5,1,15,7,2,13,4,4,0,9,11,1,1,12,20,0,5,0
2020-04-01,4,0,7,2,26,10,16,1,2,28,1,1,42,16,2,1,7,34,0,13,33,78,5,2,5,1,1,5,0,110,1,636,2,0,10,7,1,11,2,4,1,1,17,0,3,7,9,0,2,0
2020-04-02,5,0,3,2,39,18,27,1,77,24,0,0,22,13,2,2,13,37,2,5,32,83,1,4,8,0,1,7,0,205,1,727,7,0,16,4,2,16,2,5,0,12,15,2,1,7,37,1,11,0
2020-04-03,6,0,9,0,27,14,19,2,6,21,2,0,47,24,0,6,3,60,2,7,38,65,4,3,13,0,1,5,2,136,4,761,6,0,10,4,1,12,2,3,0,5,18,0,0,5,20,0,13,0
2020-04-04,6,2,8,2,24,15,34,0,25,17,0,1,34,14,3,3,6,39,1,11,24,67,2,6,6,1,0,3,2,242,1,787,7,0,11,4,0,34,3,6,0,9,17,1,3,6,24,0,3,0
2020-04-05,1,1,12,2,59,14,24,0,26,10,1,0,30,11,4,1,5,68,0,13,15,90,5,8,13,0,2,0,2,126,1,910,4,0,17,4,5,15,8,4,0,3,28,0,2,0,21,1,20,0
2020-04-06,4,0,1,0,32,10,17,1,15,18,1,0,33,16,7,3,0,35,0,24,29,118,1,8,8,0,1,0,0,152,0,1061,7,0,23,5,0,28,2,4,2,12,19,5,1,14,45,1,4,0
2020-04-07,15,0,8,2,52,29,71,1,47,100,0,3,73,30,0,4,20,70,2,12,96,124,4,9,20,0,1,26,0,296,1,1273,8,1,25,16,2,68,3,3,2,7,13,0,0,0,19,0,14,0
2020-04-08,2,1,16,0,63,14,49,3,26,33,0,2,82,30,2,5,0,70,2,21,77,120,5,7,15,0,2,0,4,341,0,949,13,0,26,12,4,71,5,0,0,8,26,0,0,0,26,0,8,0
2020-04-09,4,0,9,3,49,33,54,4,45,17,1,3,66,42,2,8,8,50,2,14,70,127,11,9,16,0,2,9,8,276,3,1050,10,1,20,1,11,27,8,16,0,14,26,0,0,43,30,1,11,0
2020-04-10,10,0,8,0,39,24,68,9,36,37,0,6,69,55,2,0,17,53,1,33,96,207,7,6,10,0,1,9,0,279,1,921,7,1,18,8,0,73,0,5,0,4,25,4,1,12,27,0,17,0
2020-04-11,12,1,11,4,21,24,46,1,48,13,2,1,80,30,3,13,0,51,2,35,87,116,7,11,12,0,2,12,1,325,2,922,6,1,16,6,4,85,13,8,0,8,32,1,1,9,12,0,9,0
2020-04-12,1,0,8,2,36,15,60,2,23,4,1,2,43,13,7,1,7,34,0,30,70,105,6,3,12,0,0,10,1,242,7,938,0,0,6,2,4,54,7,2,0,0,21,0,2,11,11,1,7,0
2020-04-13,6,0,7,2,74,17,48,6,38,32,0,0,78,7,0,6,16,44,0,26,88,132,0,2,10,1,0,2,0,167,0,1018,5,1,21,3,1,32,0,0,0,3,26,0,1,8,7,2,10,1
2020-04-14,15,1,11,3,53,21,69,2,72,60,0,6,70,37,8,7,0,129,1,40,0,175,9,13,18,0,3,12,2,415,5,880,18,0,50,9,2,102,17,15,0,15,37,5,1,5,17,1,16,0
2020-04-15,4,0,12,1,93,27,197,3,25,27,0,6,81,49,4,2,9,90,4,9,264,157,8,11,17,0,0,5,7,410,5,786,18,1,38,15,3,88,0,9,0,0,34,2,0,41,22,1,13,0
2020-04-16,15,0,9,4,96,18,103,9,72,35,0,2,123,41,7,9,14,53,3,8,0,80,0,7,14,0,1,6,0,422,0,743,20,0,45,8,6,62,7,5,1,12,41,0,4,13,27,2,14,1
2020-04-17,15,0,19,0,81,17,65,6,57,63,0,0,60,45,4,2,8,57,2,15,137,239,24,11,13,1,3,5,5,371,8,477,27,0,11,5,6,80,31,5,0,5,40,3,2,23,24,4,9,0
2020-04-18,5,0,0,1,103,22,50,6,23,23,0,2,127,23,10,3,7,54,3,87,159,85,10,12,7,2,0,9,1,288,9,561,10,0,33,0,2,121,19,3,0,1,26,2,3,27,10,0,6,0
2020-04-19,4,0,4,1,37,9,41,0,26,14,1,1,31,17,1,8,2,29,2,40,302,91,13,7,6,0,4,7,0,336,2,524,13,0,20,4,2,234,13,1,0,6,17,2,0,19,23,2,8,0
2020-04-20,6,0,7,2,48,27,204,5,48,88,0,1,59,15,4,9,8,32,1,121,0,86,9,10,21,0,5,1,4,173,3,971,18,0,38,3,1,72,5,3,0,4,17,1,0,23,7,6,10,0
2020-04-21,20,0,17,1,57,36,92,10,45,23,0,3,119,58,4,7,17,77,1,70,255,109,17,14,18,2,0,4,0,296,0,671,27,4,48,21,3,266,16,1,1,5,38,4,2,24,21,2,14,0
2020-04-22,13,0,23,0,139,23,121,7,26,50,2,3,97,31,7,3,14,68,3,46,221,241,19,10,20,2,5,9,6,433,13,518,20,1,53,6,0,59,10,16,1,0,25,0,0,25,22,1,4,4
2020-04-23,6,0,18,3,112,46,95,3,94,33,0,3,123,40,6,1,6,126,5,50,178,170,21,8,16,0,9,23,3,306,7,657,16,1,46,9,5,51,8,10,0,14,50,3,3,24,25,4,10,1
2020-04-24,7,0,17,2,88,122,128,8,59,18,1,0,107,35,11,5,9,61,3,50,196,110,21,8,26,0,3,2,2,290,6,553,13,0,34,9,3,23,13,7,1,0,23,4,1,38,11,1,5,0
2020-04-25,0,0,7,1,68,10,98,12,9,8,0,2,80,45,5,2,5,47,0,77,174,72,23,12,14,0,0,8,0,271,9,436,11,1,21,6,1,46,13,9,0,8,21,2,2,26,15,0,3,0
2020-04-26,10,0,2,3,36,4,59,8,20,9,1,0,58,27,6,1,3,22,3,35,169,166,28,6,17,0,6,1,7,56,6,405,19,1,17,1,5,23,11,8,1,4,18,0,0,12,12,2,6,0
2020-04-27,9,0,0,0,54,18,88,5,13,79,2,0,50,31,9,5,5,11,1,35,104,93,14,2,21,0,0,0,0,143,0,481,16,2,25,2,0,70,7,3,0,3,22,0,1,11,15,0,9,0
2020-04-28,14,0,0,6,85,30,75,12,83,41,0,4,142,57,9,1,12,61,0,71,150,168,15,10,14,1,0,13,0,431,6,335,23,0,46,10,7,160,6,15,0,4,40,0,0,32,22,4,19,0
2020-04-29,14,0,33,0,82,30,82,7,47,65,0,0,90,63,12,7,9,44,1,62,252,103,18,11,15,1,0,11,0,350,7,446,19,0,138,7,2,327,12,39,2,7,34,4,0,30,15,0,8,0
2020-04-30,16,0,12,4,85,11,88,8,50,31,0,0,140,150,14,0,6,60,1,62,157,122,24,11,19,0,14,13,12,483,11,370,24,0,39,8,2,102,15,13,4,4,55,1,2,30,13,3,8,0
2020-05-01,17,0,10,3,95,44,82,7,46,37,0,3,102,61,8,6,6,65,2,0,154,78,27,20,14,0,3,3,9,335,8,369,13,4,27,8,1,160,13,12,4,5,25,0,1,29,10,5,11,0
2020-05-02,0,0,0,8,54,11,97,9,50,8,0,1,102,54,5,2,2,23,1,171,130,155,24,10,15,0,0,9,3,230,7,290,12,1,19,8,5,60,17,11,0,5,19,3,1,36,6,2,7,0
2020-05-03,2,0,32,4,36,10,0,9,15,7,1,0,59,17,9,2,5,19,1,30,158,34,24,12,12,0,5,3,2,154,13,283,3,1,17,0,0,25,24,8,0,1,15,1,2,43,4,0,5,0
2020-05-04,8,0,0,4,62,9,120,5,20,62,0,0,41,18,4,12,8,52,0,36,86,87,9,7,11,0,0,7,0,63,5,353,8,0,18,0,0,118,21,8,0,9,24,0,0,24,7,0,1,0
2020-05-05,17,0,33,3,103,52,77,5,72,53,0,1,175,62,19,5,14,51,4,73,122,46,28,32,29,0,0,5,6,344,6,282,30,0,78,9,4,341,14,13,3,7,23,6,0,29,21,0,13,0
2020-05-06,28,1,31,4,83,16,85,6,68,28,0,1,140,51,12,3,8,52,1,47,208,74,30,32,15,0,0,19,0,324,7,570,20,6,90,6,2,166,15,9,5,13,30,2,0,24,8,2,9,0
2020-05-07,26,0,24,0,71,25,79,9,61,28,0,1,137,37,12,1,11,41,0,66,132,91,23,22,23,0,13,8,22,273,3,227,21,0,46,7,6,244,18,11,2,0,33,3,1,32,21,1,12,0
2020-05-08,14,0,67,1,78,16,77,11,69,45,0,0,130,33,12,3,4,19,1,57,150,58,26,13,21,0,0,0,7,175,9,317,17,2,35,6,3,126,11,4,0,4,38,0,0,43,14,1,10,0
2020-05-09,7,0,15,0,74,7,58,8,46,3,0,0,108,43,9,6,6,40,1,54,138,143,24,12,11,0,0,19,10,170,10,221,21,2,25,4,3,64,19,10,3,0,36,5,0,15,16,0,14,0
2020-05-10,3,0,4,3,29,4,35,0,6,3,0,0,57,18,13,0,0,19,0,30,139,26,20,9,11,0,0,0,2,157,9,173,13,0,10,2,0,27,4,1,0,1,26,1,0,12,10,2,2,0
